Name,Diameter,Coordinates,Approval Year,Eponym,Link
Li Chʻing-Chao,77°58′S 71°10′W﻿ / ﻿77.96°S 71.17°W﻿ / -77.96; -71.17﻿ (Li Chʻing-Chao),69,1976,"Li Qingzhao, Chinese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3378
Li Po,17°06′N 35°41′W﻿ / ﻿17.1°N 35.69°W﻿ / 17.1; -35.69﻿ (Li Po),126,1976,"Li Bai, Chinese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3380
Liang Kʻai,39°53′S 175°50′E﻿ / ﻿39.89°S 175.84°E﻿ / -39.89; 175.84﻿ (Liang Kʻai),145,1979,"Liang Kai, Chinese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3383
Lismer,81°31′N 166°22′E﻿ / ﻿81.51°N 166.37°E﻿ / 81.51; 166.37﻿ (Lismer),139.12,2012,"Arthur Lismer, Canadian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14956
Liszt,16°08′S 168°20′W﻿ / ﻿16.13°S 168.34°W﻿ / -16.13; -168.34﻿ (Liszt),79,1985,"Franz Liszt, Hungarian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3424
Lorde,69°07′S 49°28′W﻿ / ﻿69.12°S 49.47°W﻿ / -69.12; -49.47﻿ (Lorde),45,2022,"Audre Lorde, American writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16065
Lovecraft,86°14′S 73°49′W﻿ / ﻿86.24°S 73.82°W﻿ / -86.24; -73.82﻿ (Lovecraft),51.97,2013,"H. P. Lovecraft, American author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15102
Lu Hsun,0°01′S 23°46′W﻿ / ﻿0.01°S 23.76°W﻿ / -0.01; -23.76﻿ (Lu Hsun),96,1976,"Lu Xun, Chinese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3495
Lysippus,1°02′N 132°45′W﻿ / ﻿1.03°N 132.75°W﻿ / 1.03; -132.75﻿ (Lysippus),155,1976,"Lysippos, Ancient Greek sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3540
Ma Chih-Yuan,60°01′S 78°01′W﻿ / ﻿60.01°S 78.01°W﻿ / -60.01; -78.01﻿ (Ma Chih-Yuan),197,1976,"Ma Zhiyuan, Chinese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3543
Machaut,2°03′S 82°22′W﻿ / ﻿2.05°S 82.37°W﻿ / -2.05; -82.37﻿ (Machaut),104,1976,"Guillaume de Machaut, French poet and composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3555
MacNicol,68°11′S 355°57′W﻿ / ﻿68.19°S 355.95°W﻿ / -68.19; -355.95﻿ (MacNicol),42,2022,"Bessie MacNicol, Scottish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16097
Magritte,72°47′S 121°38′E﻿ / ﻿72.78°S 121.63°E﻿ / -72.78; 121.63﻿ (Magritte),149,2012,"René Magritte, Belgian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14965
Mahler,19°41′S 18°49′W﻿ / ﻿19.68°S 18.82°W﻿ / -19.68; -18.82﻿ (Mahler),104,1976,"Gustav Mahler, Bohemian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3592
Mansart,72°43′N 123°22′W﻿ / ﻿72.72°N 123.36°W﻿ / 72.72; -123.36﻿ (Mansart),84.97,1979,"Jules Hardouin-Mansart, French architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3636
Mansur,47°25′N 163°37′W﻿ / ﻿47.41°N 163.61°W﻿ / 47.41; -163.61﻿ (Mansur),95,1979,"Ustad Mansur, Mughal artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3638
March,30°57′N 176°18′W﻿ / ﻿30.95°N 176.3°W﻿ / 30.95; -176.3﻿ (March),83,1979,"Ausiàs March, Catalan poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3656
Mark Twain,10°55′S 138°17′W﻿ / ﻿10.91°S 138.28°W﻿ / -10.91; -138.28﻿ (Mark Twain),142,1976,"Mark Twain, American novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3718
Martí,75°58′S 168°16′W﻿ / ﻿75.96°S 168.26°W﻿ / -75.96; -168.26﻿ (Martí),69.48,1976,"José Martí, Cuban writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3730
Martins,8°00′S 304°56′W﻿ / ﻿8°S 304.93°W﻿ / -8; -304.93﻿ (Martí),12.4,2019,"Maria Martins, Brazilian sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15846
Martial,68°28′N 178°20′W﻿ / ﻿68.47°N 178.33°W﻿ / 68.47; -178.33﻿ (Martial),51,1979,"Martial, Roman poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3726
Matabei,39°51′S 14°03′W﻿ / ﻿39.85°S 14.05°W﻿ / -39.85; -14.05﻿ (Matabei),24,2009,"Iwasa Matabei, Japanese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14587
Matisse,23°50′S 90°03′W﻿ / ﻿23.83°S 90.05°W﻿ / -23.83; -90.05﻿ (Matisse),189.04,1976,"Henri Matisse, French painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3750
Melville,22°01′N 9°53′W﻿ / ﻿22.01°N 9.89°W﻿ / 22.01; -9.89﻿ (Melville),146,1976,"Herman Melville, American novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3824
Mena,0°10′S 124°44′W﻿ / ﻿0.17°S 124.73°W﻿ / -0.17; -124.73﻿ (Mena),15,1976,"Juan de Mena, Spanish poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3830
Mendelssohn,70°04′N 257°27′W﻿ / ﻿70.07°N 257.45°W﻿ / 70.07; -257.45﻿ (Mendelssohn),291,2012,"Felix Mendelssohn, German composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14966
Mendes Pinto,61°39′S 17°34′W﻿ / ﻿61.65°S 17.57°W﻿ / -61.65; -17.57﻿ (Mendes Pinto),192,1976,"Fernão Mendes Pinto, Portuguese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3838
Michelangelo,44°55′S 109°47′W﻿ / ﻿44.92°S 109.78°W﻿ / -44.92; -109.78﻿ (Michelangelo),229.71,1979,"Michelangelo, Italian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3881
Mickiewicz,23°09′N 103°14′W﻿ / ﻿23.15°N 103.23°W﻿ / 23.15; -103.23﻿ (Mickiewicz),103,1976,"Adam Mickiewicz, Polish writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3884
Milton,26°06′S 175°02′W﻿ / ﻿26.1°S 175.03°W﻿ / -26.1; -175.03﻿ (Milton),180.85,1976,"John Milton, English poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3906
Mistral,4°42′N 54°40′W﻿ / ﻿4.7°N 54.67°W﻿ / 4.7; -54.67﻿ (Mistral),102,1976,"Gabriela Mistral, Chilean poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3929
Mofolo,37°41′S 28°13′W﻿ / ﻿37.68°S 28.22°W﻿ / -37.68; -28.22﻿ (Mofolo),103,1976,"Thomas Mofolo, Lesotho writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3944
Molière,15°24′N 17°43′W﻿ / ﻿15.4°N 17.71°W﻿ / 15.4; -17.71﻿ (Molière),139,1976,"Molière, French playwright",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3954
Monet,44°14′N 9°46′W﻿ / ﻿44.23°N 9.77°W﻿ / 44.23; -9.77﻿ (Monet),203,1979,"Claude Monet, French artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/3964
Monk,66°05′N 63°49′E﻿ / ﻿66.08°N 63.81°E﻿ / 66.08; 63.81﻿ (Monk),12,2013,"Thelonious Monk, American jazz musician",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15144
Monteverdi,64°29′N 81°01′W﻿ / ﻿64.49°N 81.01°W﻿ / 64.49; -81.01﻿ (Monteverdi),134,1979,"Claudio Monteverdi, Italian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4022
Moody,13°13′S 144°51′E﻿ / ﻿13.21°S 144.85°E﻿ / -13.21; 144.85﻿ (Moody),83,2008,"Ronald Moody, Jamaican painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14512
Morrison,79°40′N 232°34′E﻿ / ﻿79.66°N 232.57°E﻿ / 79.66; 232.57﻿ (Moody),35,2022,Toni Morrison; American author,https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16098
Mozart,7°45′N 169°25′E﻿ / ﻿7.75°N 169.41°E﻿ / 7.75; 169.41﻿ (Mozart),241,1976,"Wolfgang Amadeus Mozart, Austrian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4058
Munch,40°29′N 152°49′E﻿ / ﻿40.48°N 152.82°E﻿ / 40.48; 152.82﻿ (Munch),57,2008,"Edvard Munch, Norwegian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14513
Munkácsy,21°57′N 101°08′E﻿ / ﻿21.95°N 101.14°E﻿ / 21.95; 101.14﻿ (Munkácsy),193,2009,"Mihály Munkácsy, Hungarian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14588
Murasaki,12°32′S 30°24′W﻿ / ﻿12.54°S 30.4°W﻿ / -12.54; -30.4﻿ (Murasaki),132,1976,"Murasaki Shikibu, Japanese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4071
Mussorgskij,32°49′N 97°39′W﻿ / ﻿32.82°N 97.65°W﻿ / 32.82; -97.65﻿ (Mussorgskij),115,1979,"Modest Mussorgsky, Russian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4079
Myron,71°13′N 84°52′W﻿ / ﻿71.21°N 84.86°W﻿ / 71.21; -84.86﻿ (Myron),25,1979,"Myron, Ancient Greek sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4088
Nabokov,14°34′S 55°46′E﻿ / ﻿14.56°S 55.76°E﻿ / -14.56; 55.76﻿ (Nabokov),166,2012,"Vladimir Nabokov, Russian and American writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14967
Nairne,70°20′S 1°35′E﻿ / ﻿70.34°S 1.59°E﻿ / -70.34; 1.59﻿ (Nairne),56,2022,"Carolina Nairne, Scottish songwriter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16052
Namatjira,58°49′N 33°02′W﻿ / ﻿58.82°N 33.04°W﻿ / 58.82; -33.04﻿ (Namatjira),34,2015,"Albert Namatjira, Australian Aboriginal artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15394
Nampeyo,40°20′S 49°58′W﻿ / ﻿40.33°S 49.96°W﻿ / -40.33; -49.96﻿ (Nampeyo),49,1976,"Nampeyo, Hopi potter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4131
Navoi,58°49′N 160°25′E﻿ / ﻿58.82°N 160.41°E﻿ / 58.82; 160.41﻿ (Navoi),69,2008,"Ali-Shir Nava'i, Uzbek poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14514
Nāwahī,35°53′N 145°16′E﻿ / ﻿35.88°N 145.26°E﻿ / 35.88; 145.26﻿ (Nāwahī),38,2008,"Joseph Nāwahī, Hawaiian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14515
Neruda,52°40′S 125°47′E﻿ / ﻿52.66°S 125.79°E﻿ / -52.66; 125.79﻿ (Neruda),112,2008,"Jan Neruda, Czech poet and writer, and Johann Baptist Georg Neruda, Czech composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14391
Nervo,42°42′N 179°53′W﻿ / ﻿42.7°N 179.89°W﻿ / 42.7; -179.89﻿ (Nervo),66,1979,"Amado Nervo, Mexican poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4220
Neumann,37°13′S 34°34′W﻿ / ﻿37.22°S 34.56°W﻿ / -37.22; -34.56﻿ (Neumann),122,1976,"Johann Balthasar Neumann, German architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4225
Nizāmī,70°28′N 166°43′W﻿ / ﻿70.46°N 166.71°W﻿ / 70.46; -166.71﻿ (Nizāmī),77,1979,"Nizami, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4315
Nureyev,11°41′N 173°08′W﻿ / ﻿11.68°N 173.13°W﻿ / 11.68; -173.13﻿ (Nureyev),16,2012,"Rudolf Nureyev, Soviet and British ballet dancer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14968
Ōkyo,70°03′S 74°40′W﻿ / ﻿70.05°S 74.66°W﻿ / -70.05; -74.66﻿ (Ōkyo),66,1985,"Maruyama Ōkyo, Japanese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6938
Oskison,60°22′N 145°14′E﻿ / ﻿60.36°N 145.24°E﻿ / 60.36; 145.24﻿ (Oskison),122,2008,"John Milton Oskison, Cherokee author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14516
Ovid,69°46′S 20°14′W﻿ / ﻿69.77°S 20.23°W﻿ / -69.77; -20.23﻿ (Ovid),41,1976,"Ovid, Roman poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4532
Pahinui,28°10′S 213°13′W﻿ / ﻿28.16°S 213.21°W﻿ / -28.16; -213.21﻿ (Pahinui),54,2013,"Gabby Pahinui, Hawaiian slack-key guitarist and singer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15103
Pasch,46°07′N 134°45′E﻿ / ﻿46.12°N 134.75°E﻿ / 46.12; 134.75﻿ (Pasch),37,2012,"Ulrika Pasch, Swedish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14969
Petipa,11°32′N 21°03′E﻿ / ﻿11.54°N 21.05°E﻿ / 11.54; 21.05﻿ (Petipa),12,2012,"Marius Petipa, French and Russian choreographer and dancer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14970
Petőfi,83°33′S 119°21′E﻿ / ﻿83.55°S 119.35°E﻿ / -83.55; 119.35﻿ (Petőfi),61,2013,"Sándor Petőfi, Hungarian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15104
Petrarch,30°31′S 26°17′W﻿ / ﻿30.52°S 26.29°W﻿ / -30.52; -26.29﻿ (Petrarch),167,1976,"Petrarch, Italian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4672
Petronius,86°04′N 40°31′W﻿ / ﻿86.06°N 40.51°W﻿ / 86.06; -40.51﻿ (Petronius),36,2012,"Petronius, Roman author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15023
Phidias,8°58′N 149°44′W﻿ / ﻿8.97°N 149.73°W﻿ / 8.97; -149.73﻿ (Phidias),168,1976,"Phidias, Ancient Greek artist and architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4686
Philoxenus,8°41′S 111°45′W﻿ / ﻿8.68°S 111.75°W﻿ / -8.68; -111.75﻿ (Philoxenus),87,1976,"Philoxenus of Cythera, Ancient Greek poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4693
Picasso,3°26′N 50°14′E﻿ / ﻿3.44°N 50.24°E﻿ / 3.44; 50.24﻿ (Picasso),134,2010,"Pablo Picasso, Spanish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14645
Pigalle,37°39′S 9°38′W﻿ / ﻿37.65°S 9.64°W﻿ / -37.65; -9.64﻿ (Pigalle),153,1976,"Jean-Baptiste Pigalle, French sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4726
Plath,37°52′N 38°50′W﻿ / ﻿37.86°N 38.84°W﻿ / 37.86; -38.84﻿ (Plath),35,2015,"Sylvia Plath, American poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15395
Po Chü-I,6°56′S 165°17′W﻿ / ﻿6.94°S 165.28°W﻿ / -6.94; -165.28﻿ (Po Chü-I),70,1976,"Bai Juyi, Chinese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4767
Po Ya,45°55′S 20°10′W﻿ / ﻿45.92°S 20.17°W﻿ / -45.92; -20.17﻿ (Po Ya),101,1976,"Bo Ya, Chinese musician",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4768
Poe,43°46′N 159°06′E﻿ / ﻿43.76°N 159.1°E﻿ / 43.76; 159.1﻿ (Poe),77,2008,"Edgar Allan Poe, American poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14517
Polygnotus,0°08′S 69°16′W﻿ / ﻿0.13°S 69.26°W﻿ / -0.13; -69.26﻿ (Polygnotus),124,1976,"Polygnotus, Ancient Greek painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4787
Popova,34°43′S 66°44′W﻿ / ﻿34.72°S 66.73°W﻿ / -34.72; -66.73﻿ (Popova),34,2012,"Lyubov Popova, Russian painter and designer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15085
Praxiteles,27°07′N 60°17′W﻿ / ﻿27.11°N 60.28°W﻿ / 27.11; -60.28﻿ (Praxiteles),198,1979,"Praxiteles, Ancient Greek sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4820
Prokofiev,85°46′N 62°55′E﻿ / ﻿85.77°N 62.92°E﻿ / 85.77; 62.92﻿ (Prokofiev),112,2012,"Sergei Prokofiev, Russian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15024
Proust,19°34′N 47°35′W﻿ / ﻿19.56°N 47.59°W﻿ / 19.56; -47.59﻿ (Proust),145,1976,"Marcel Proust, French novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4854
Puccini,65°23′S 45°19′W﻿ / ﻿65.39°S 45.32°W﻿ / -65.39; -45.32﻿ (Puccini),76,1976,"Giacomo Puccini, Italian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4863
Purcell,80°26′N 152°13′W﻿ / ﻿80.43°N 152.21°W﻿ / 80.43; -152.21﻿ (Purcell),87.67,1979,"Henry Purcell, English composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4873
Pushkin,65°47′S 20°44′W﻿ / ﻿65.79°S 20.73°W﻿ / -65.79; -20.73﻿ (Pushkin),232,1976,"Alexander Pushkin, Russian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4877
Qi Baishi,4°19′S 164°22′E﻿ / ﻿4.31°S 164.37°E﻿ / -4.31; 164.37﻿ (Qi Baishi),15,2008,"Qi Baishi, Chinese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14518
Qiu Ying,82°40′N 85°42′W﻿ / ﻿82.67°N 85.7°W﻿ / 82.67; -85.7﻿ (Qiu Ying),20,2012,"Qiu Ying, Chinese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15027
Rabelais,60°32′S 61°49′W﻿ / ﻿60.53°S 61.81°W﻿ / -60.53; -61.81﻿ (Rabelais),154,1976,"François Rabelais, French writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4910
Rachmaninoff,27°40′N 57°22′E﻿ / ﻿27.66°N 57.37°E﻿ / 27.66; 57.37﻿ (Rachmaninoff),305,2010,"Sergei Rachmaninoff, Russian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14653
Raden Saleh,2°04′N 158°50′E﻿ / ﻿2.07°N 158.83°E﻿ / 2.07; 158.83﻿ (Raden Saleh),23,2008,"Raden Saleh, Javanese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14519
Raditladi,27°09′N 119°04′E﻿ / ﻿27.15°N 119.06°E﻿ / 27.15; 119.06﻿ (Raditladi),258,2008,"Leetile Disang Raditladi, Botswanan writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14387
Rajnis,4°22′N 96°13′W﻿ / ﻿4.36°N 96.21°W﻿ / 4.36; -96.21﻿ (Rajnis),80,1976,"Rainis, Latvian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4930
Remarque,84°56′N 6°28′W﻿ / ﻿84.94°N 6.46°W﻿ / 84.94; -6.46﻿ (Remarque),25.9,2013,"Erich Maria Remarque, German author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15193
Rameau,54°35′S 37°14′W﻿ / ﻿54.58°S 37.24°W﻿ / -54.58; -37.24﻿ (Rameau),58,1976,"Jean-Philippe Rameau, French composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4936
Raphael,20°25′S 76°21′W﻿ / ﻿20.42°S 76.35°W﻿ / -20.42; -76.35﻿ (Raphael),342,1976,"Raphael, Italian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4949
Ravel,12°01′S 38°11′W﻿ / ﻿12.01°S 38.19°W﻿ / -12.01; -38.19﻿ (Ravel),78,1985,"Maurice Ravel, French composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4958
Rembrandt,32°53′S 87°52′E﻿ / ﻿32.89°S 87.87°E﻿ / -32.89; 87.87﻿ (Rembrandt),716,2009,"Rembrandt, Dutch artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14563
Renoir,18°20′S 52°01′W﻿ / ﻿18.34°S 52.01°W﻿ / -18.34; -52.01﻿ (Renoir),220,1976,"Pierre-Auguste Renoir, French artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4995
Repin,19°07′S 63°20′W﻿ / ﻿19.12°S 63.33°W﻿ / -19.12; -63.33﻿ (Repin),95,1976,"Ilya Yefimovich Repin, Russian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/4998
Riemenschneider,52°45′S 99°57′W﻿ / ﻿52.75°S 99.95°W﻿ / -52.75; -99.95﻿ (Riemenschneider),183,1979,"Tilman Riemenschneider, German sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5031
Rilke,44°49′S 12°34′W﻿ / ﻿44.81°S 12.57°W﻿ / -44.81; -12.57﻿ (Rilke),82,1976,"Rainer Maria Rilke, German poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5035
Rimbaud,63°37′S 148°54′W﻿ / ﻿63.62°S 148.9°W﻿ / -63.62; -148.9﻿ (Rimbaud),78,1985,"Arthur Rimbaud, French poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5149
Rikyū,79°55′N 22°44′W﻿ / ﻿79.91°N 22.74°W﻿ / 79.91; -22.74﻿ (Rikyū),22.4,2013,"Sen no Rikyū, Japanese tea master",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15145
Rivera,69°17′N 32°11′E﻿ / ﻿69.29°N 32.18°E﻿ / 69.29; 32.18﻿ (Rivera),40,2015,"Diego Rivera, Mexican painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15320
Rizal,82°29′N 146°59′W﻿ / ﻿82.48°N 146.98°W﻿ / 82.48; -146.98﻿ (Rivera),64,2019,"José Rizal, Filipino writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15856
Rodin,21°43′N 18°53′W﻿ / ﻿21.72°N 18.89°W﻿ / 21.72; -18.89﻿ (Rodin),230,1976,"Auguste Rodin, French sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5169
Roerich,84°23′S 58°56′W﻿ / ﻿84.39°S 58.94°W﻿ / -84.39; -58.94﻿ (Roerich),111.67,2013,"Nicholas Roerich, Russian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15105
Rubens,60°35′N 77°59′W﻿ / ﻿60.58°N 77.99°W﻿ / 60.58; -77.99﻿ (Rubens),158,1979,"Peter Paul Rubens, French artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5211
Rublev,15°07′S 157°05′W﻿ / ﻿15.12°S 157.08°W﻿ / -15.12; -157.08﻿ (Rublev),129,1976,"Andrei Rublev, Russian icon painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5213
Rūdaki,3°58′S 51°46′W﻿ / ﻿3.97°S 51.76°W﻿ / -3.97; -51.76﻿ (Rūdaki),124,1976,"Rudaki, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5252
Rude,33°13′S 79°17′W﻿ / ﻿33.22°S 79.29°W﻿ / -33.22; -79.29﻿ (Rude),68,1985,"François Rude, French sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5216
Rūmī,24°12′S 105°18′W﻿ / ﻿24.2°S 105.3°W﻿ / -24.2; -105.3﻿ (Rūmī),75,1985,"Mawlana Rumi, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5253
Rustaveli,52°25′N 82°44′E﻿ / ﻿52.41°N 82.74°E﻿ / 52.41; 82.74﻿ (Rustaveli),200,2012,"Shota Rustaveli, Georgian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14971
Ruysch,10°42′S 94°07′E﻿ / ﻿10.7°S 94.12°E﻿ / -10.7; 94.12﻿ (Ruysch),64,2013,"Rachel Ruysch, Netherland painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15176
Sadī,79°14′S 51°16′W﻿ / ﻿79.24°S 51.26°W﻿ / -79.24; -51.26﻿ (Sadī),66.54,1976,"Saadi, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5271
Saikaku,71°58′N 177°58′W﻿ / ﻿71.96°N 177.97°W﻿ / 71.96; -177.97﻿ (Saikaku),64,1979,"Ihara Saikaku, Japanese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5279
Sander,42°26′N 154°34′E﻿ / ﻿42.43°N 154.56°E﻿ / 42.43; 154.56﻿ (Sander),47,2008,"August Sander, German photographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14395
Sanai,13°22′S 6°59′W﻿ / ﻿13.37°S 6.99°W﻿ / -13.37; -6.99﻿ (Sanai),490,2014,"Sanai, Persian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15246
Sapkota,86°05′N 132°47′W﻿ / ﻿86.09°N 132.79°W﻿ / 86.09; -132.79﻿ (Sapkota),27.4,2015,"Mahananda Sapkota, Nepalese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15434
